src,dst,src_neo4j_id,dst_neo4j_id,rel,relation_type,props_json
37,10,1661,1756,RELATED_TO,RELATED,"{""reason"": ""co-occurring finding related to T wave"", ""similarity"": 0.6382594704627991, ""rank"": 7, ""relation_type"": ""RELATED""}"
25,10,1640,1756,RELATED_TO,BROADER,"{""reason"": ""includes various ST-T changes"", ""similarity"": 0.621354341506958, ""rank"": 4, ""relation_type"": ""BROADER""}"
3,10,1606,1756,RELATED_TO,RELATED,"{""reason"": ""Nonspecific T abnormalities"", ""similarity"": 0.513698935508728, ""rank"": 9, ""relation_type"": ""RELATED""}"
33,10,1656,1756,RELATED_TO,RELATED,"{""reason"": ""nonspecific abnormality may include ST segment changes"", ""similarity"": 0.5978937149047852, ""rank"": 8, ""relation_type"": ""RELATED""}"
39,10,1663,1756,RELATED_TO,RELATED,"{""reason"": ""ST-T abnormalities related"", ""similarity"": 0.6562044024467468, ""rank"": 5, ""relation_type"": ""RELATED""}"
8,10,1615,1756,RELATED_TO,RELATED,"{""reason"": ""broader ST-T abnormalities related"", ""similarity"": 0.5258457660675049, ""rank"": 6, ""relation_type"": ""RELATED""}"
70,10,1719,1756,RELATED_TO,RELATED,"{""reason"": ""ST-T relationship but nonspecific"", ""similarity"": 0.5927955508232117, ""rank"": 7, ""relation_type"": ""RELATED""}"
43,10,1669,1756,RELATED_TO,RELATED,"{""reason"": ""Nonspecific abnormalities can include ST changes"", ""similarity"": 0.4943599998950958, ""rank"": 7, ""relation_type"": ""RELATED""}"
38,10,1662,1756,RELATED_TO,RELATED,"{""reason"": ""May co-occur with ST changes"", ""similarity"": 0.5390594005584717, ""rank"": 8, ""relation_type"": ""RELATED""}"
23,10,1637,1756,RELATED_TO,RELATED,"{""reason"": ""nonspecific ST-T abnormality"", ""similarity"": 0.5326736569404602, ""rank"": 6, ""relation_type"": ""RELATED""}"
35,10,1658,1756,RELATED_TO,RELATED,"{""reason"": ""related abnormality"", ""similarity"": 0.6539372801780701, ""rank"": 5, ""relation_type"": ""RELATED""}"
49,10,1680,1756,RELATED_TO,RELATED,"{""reason"": ""general ST-T abnormality"", ""similarity"": 0.527472972869873, ""rank"": 9, ""relation_type"": ""RELATED""}"
74,10,1723,1756,RELATED_TO,RELATED,"{""reason"": ""general ST-T abnormality concept"", ""similarity"": 0.6004984974861145, ""rank"": 6, ""relation_type"": ""RELATED""}"
85,10,1739,1756,RELATED_TO,RELATED,"{""reason"": ""associated abnormality"", ""similarity"": 0.5721469521522522, ""rank"": 5, ""relation_type"": ""RELATED""}"
51,10,1683,1756,RELATED_TO,RELATED,"{""reason"": ""nonspecific ST-T abnormalities"", ""similarity"": 0.5531850457191467, ""rank"": 9, ""relation_type"": ""RELATED""}"
81,11,1732,1757,RELATED_TO,BROADER,"{""reason"": ""includes multiple ST findings"", ""similarity"": 0.6309293508529663, ""rank"": 4, ""relation_type"": ""BROADER""}"
4,11,1608,1757,RELATED_TO,RELATED,"{""reason"": ""broader T segment finding"", ""similarity"": 0.5334351062774658, ""rank"": 8, ""relation_type"": ""RELATED""}"
29,11,1646,1757,RELATED_TO,NARROWER,"{""reason"": ""specific finding type"", ""similarity"": 0.5888890027999878, ""rank"": 5, ""relation_type"": ""NARROWER""}"
33,11,1656,1757,RELATED_TO,NARROWER,"{""reason"": ""specific finding under ST segment"", ""similarity"": 0.6571236252784729, ""rank"": 5, ""relation_type"": ""NARROWER""}"
84,11,1738,1757,RELATED_TO,NARROWER,"{""reason"": ""subset of T wave findings"", ""similarity"": 0.5557039976119995, ""rank"": 8, ""relation_type"": ""NARROWER""}"
15,11,1625,1757,RELATED_TO,RELATED,"{""reason"": ""general finding type"", ""similarity"": 0.662693440914154, ""rank"": 3, ""relation_type"": ""RELATED""}"
38,11,1662,1757,RELATED_TO,BROADER,"{""reason"": ""More general finding category"", ""similarity"": 0.6220874786376953, ""rank"": 5, ""relation_type"": ""BROADER""}"
50,11,1681,1757,RELATED_TO,RELATED,"{""reason"": ""finding type-related"", ""similarity"": 0.6444152593612671, ""rank"": 3, ""relation_type"": ""RELATED""}"
89,11,1744,1757,RELATED_TO,RELATED,"{""reason"": ""general ST segment finding"", ""similarity"": 0.6336613893508911, ""rank"": 3, ""relation_type"": ""RELATED""}"
23,11,1637,1757,RELATED_TO,RELATED,"{""reason"": ""broader category of ST findings"", ""similarity"": 0.6164208650588989, ""rank"": 3, ""relation_type"": ""RELATED""}"
26,11,1642,1757,RELATED_TO,NARROWER,"{""reason"": ""general ST segment finding"", ""similarity"": 0.6485096216201782, ""rank"": 3, ""relation_type"": ""NARROWER""}"
16,11,1627,1757,RELATED_TO,NARROWER,"{""reason"": ""more general finding category"", ""similarity"": 0.681839108467102, ""rank"": 3, ""relation_type"": ""NARROWER""}"
18,11,1630,1757,RELATED_TO,BROADER,"{""reason"": ""ST segment finding includes elevation"", ""similarity"": 0.5955598950386047, ""rank"": 4, ""relation_type"": ""BROADER""}"
45,11,1672,1757,RELATED_TO,RELATED,"{""reason"": ""general finding of ST changes"", ""similarity"": 0.4600090980529785, ""rank"": 10, ""relation_type"": ""RELATED""}"
6,11,1613,1757,RELATED_TO,NARROWER,"{""reason"": ""specific finding within ST elevation"", ""similarity"": 0.6476804614067078, ""rank"": 5, ""relation_type"": ""NARROWER""}"
53,11,1687,1757,RELATED_TO,BROADER,"{""reason"": ""general finding category"", ""similarity"": 0.6201143860816956, ""rank"": 3, ""relation_type"": ""BROADER""}"
42,11,1668,1757,RELATED_TO,RELATED,"{""reason"": ""general finding category"", ""similarity"": 0.6596237421035767, ""rank"": 3, ""relation_type"": ""RELATED""}"
85,11,1739,1757,RELATED_TO,RELATED,"{""reason"": ""general finding category"", ""similarity"": 0.6621936559677124, ""rank"": 3, ""relation_type"": ""RELATED""}"
70,11,1719,1757,RELATED_TO,RELATED,"{""reason"": ""broader category for ST changes"", ""similarity"": 0.7279757261276245, ""rank"": 3, ""relation_type"": ""RELATED""}"
39,11,1663,1757,RELATED_TO,RELATED,"{""reason"": ""Part of ST findings"", ""similarity"": 0.6407634615898132, ""rank"": 6, ""relation_type"": ""RELATED""}"
87,11,1742,1757,RELATED_TO,NARROWER,"{""reason"": ""broader finding includes types"", ""similarity"": 0.7001510858535767, ""rank"": 3, ""relation_type"": ""NARROWER""}"
32,11,1654,1757,RELATED_TO,NARROWER,"{""reason"": ""general finding includes depression"", ""similarity"": 0.7442635893821716, ""rank"": 3, ""relation_type"": ""NARROWER""}"
78,11,1728,1757,RELATED_TO,RELATED,"{""reason"": ""general finding type"", ""similarity"": 0.667046070098877, ""rank"": 3, ""relation_type"": ""RELATED""}"
80,11,1731,1757,RELATED_TO,RELATED,"{""reason"": ""general finding for ST segment"", ""similarity"": 0.542111873626709, ""rank"": 4, ""relation_type"": ""RELATED""}"
69,11,1718,1757,RELATED_TO,RELATED,"{""reason"": ""general finding category"", ""similarity"": 0.7370356917381287, ""rank"": 3, ""relation_type"": ""RELATED""}"
51,11,1683,1757,RELATED_TO,RELATED,"{""reason"": ""general finding category"", ""similarity"": 0.6203646659851074, ""rank"": 3, ""relation_type"": ""RELATED""}"
8,11,1615,1757,RELATED_TO,RELATED,"{""reason"": ""general finding related to ST segments"", ""similarity"": 0.610154390335083, ""rank"": 3, ""relation_type"": ""RELATED""}"
88,11,1743,1757,RELATED_TO,NARROWER,"{""reason"": ""specific finding of ST segment"", ""similarity"": 0.6472678780555725, ""rank"": 4, ""relation_type"": ""NARROWER""}"
59,11,1697,1757,RELATED_TO,NARROWER,"{""reason"": ""broader term for ST findings"", ""similarity"": 0.6318519711494446, ""rank"": 6, ""relation_type"": ""NARROWER""}"
34,11,1657,1757,RELATED_TO,NARROWER,"{""reason"": ""ST segment is a component finding"", ""similarity"": 0.6387606263160706, ""rank"": 7, ""relation_type"": ""NARROWER""}"
47,11,1674,1757,RELATED_TO,NARROWER,"{""reason"": ""subtype of ST findings"", ""similarity"": 0.6861754655838013, ""rank"": 3, ""relation_type"": ""NARROWER""}"
7,11,1614,1757,RELATED_TO,RELATED,"{""reason"": ""general finding related to ST"", ""similarity"": 0.6778696775436401, ""rank"": 3, ""relation_type"": ""RELATED""}"
30,11,1648,1757,RELATED_TO,BROADER,"{""reason"": ""general finding category"", ""similarity"": 0.6661313772201538, ""rank"": 3, ""relation_type"": ""BROADER""}"
27,11,1643,1757,RELATED_TO,BROADER,"{""reason"": ""general finding category"", ""similarity"": 0.6955500245094299, ""rank"": 3, ""relation_type"": ""BROADER""}"
49,11,1680,1757,RELATED_TO,RELATED,"{""reason"": ""general ST segment finding"", ""similarity"": 0.6498982906341553, ""rank"": 3, ""relation_type"": ""RELATED""}"
9,11,1617,1757,RELATED_TO,RELATED,"{""reason"": ""general finding not specific"", ""similarity"": 0.5418501496315002, ""rank"": 9, ""relation_type"": ""RELATED""}"
35,11,1658,1757,RELATED_TO,NARROWER,"{""reason"": ""specific finding type"", ""similarity"": 0.6406158208847046, ""rank"": 6, ""relation_type"": ""NARROWER""}"
86,11,1740,1757,RELATED_TO,RELATED,"{""reason"": ""general category of findings"", ""similarity"": 0.6172668933868408, ""rank"": 3, ""relation_type"": ""RELATED""}"
74,11,1723,1757,RELATED_TO,BROADER,"{""reason"": ""general category of ST segment findings"", ""similarity"": 0.7776057124137878, ""rank"": 3, ""relation_type"": ""BROADER""}"
58,11,1695,1757,RELATED_TO,RELATED,"{""reason"": ""general finding category"", ""similarity"": 0.6808841824531555, ""rank"": 3, ""relation_type"": ""RELATED""}"
44,11,1671,1757,RELATED_TO,RELATED,"{""reason"": ""general finding related to ST"", ""similarity"": 0.6410062313079834, ""rank"": 3, ""relation_type"": ""RELATED""}"
61,11,1703,1757,RELATED_TO,RELATED,"{""reason"": ""general finding term"", ""similarity"": 0.7862920165061951, ""rank"": 4, ""relation_type"": ""RELATED""}"
13,11,1623,1757,RELATED_TO,RELATED,"{""reason"": ""general finding category"", ""similarity"": 0.7586669921875, ""rank"": 3, ""relation_type"": ""RELATED""}"
52,11,1685,1757,RELATED_TO,RELATED,"{""reason"": ""general finding category"", ""similarity"": 0.6440346240997314, ""rank"": 3, ""relation_type"": ""RELATED""}"
43,11,1669,1757,RELATED_TO,BROADER,"{""reason"": ""ST segment - finding is a general term"", ""similarity"": 0.48243391513824463, ""rank"": 8, ""relation_type"": ""BROADER""}"
36,11,1659,1757,RELATED_TO,RELATED,"{""reason"": ""ST segment is different component"", ""similarity"": 0.5419130325317383, ""rank"": 10, ""relation_type"": ""RELATED""}"
28,11,1644,1757,RELATED_TO,NARROWER,"{""reason"": ""specific finding related to ST segment"", ""similarity"": 0.48709917068481445, ""rank"": 5, ""relation_type"": ""NARROWER""}"
60,11,1698,1757,RELATED_TO,NARROWER,"{""reason"": ""Broader finding, specific to ST"", ""similarity"": 0.5641617774963379, ""rank"": 4, ""relation_type"": ""NARROWER""}"
20,11,1634,1757,RELATED_TO,NARROWER,"{""reason"": ""more general finding category"", ""similarity"": 0.6848655939102173, ""rank"": 4, ""relation_type"": ""NARROWER""}"
1,11,1602,1757,RELATED_TO,EXACT,"{""reason"": ""synonym for ST segment finding"", ""similarity"": 0.5850727558135986, ""rank"": 6, ""relation_type"": ""EXACT""}"
0,11,1601,1757,RELATED_TO,NARROWER,"{""reason"": ""specific finding under ST segment changes"", ""similarity"": 0.6014836430549622, ""rank"": 3, ""relation_type"": ""NARROWER""}"
21,11,1635,1757,RELATED_TO,RELATED,"{""reason"": ""related segment finding"", ""similarity"": 0.5227987766265869, ""rank"": 9, ""relation_type"": ""RELATED""}"
60,12,1698,1758,RELATED_TO,RELATED,"{""reason"": ""Lateral infarction relates to ST"", ""similarity"": 0.5039801001548767, ""rank"": 10, ""relation_type"": ""RELATED""}"
0,12,1601,1758,RELATED_TO,RELATED,"{""reason"": ""could indicate related condition"", ""similarity"": 0.5287282466888428, ""rank"": 7, ""relation_type"": ""RELATED""}"
50,12,1681,1758,RELATED_TO,NARROWER,"{""reason"": ""specific lateral infarction"", ""similarity"": 0.5137946605682373, ""rank"": 7, ""relation_type"": ""NARROWER""}"
42,12,1668,1758,RELATED_TO,RELATED,"{""reason"": ""specific condition affecting ST"", ""similarity"": 0.5326091051101685, ""rank"": 8, ""relation_type"": ""RELATED""}"
61,12,1703,1758,RELATED_TO,RELATED,"{""reason"": ""related infarction finding"", ""similarity"": 0.5453373193740845, ""rank"": 10, ""relation_type"": ""RELATED""}"
27,12,1643,1758,RELATED_TO,RELATED,"{""reason"": ""may co-occur with findings"", ""similarity"": 0.5255987644195557, ""rank"": 8, ""relation_type"": ""RELATED""}"
16,12,1627,1758,RELATED_TO,RELATED,"{""reason"": ""specific infarction type related"", ""similarity"": 0.5412219166755676, ""rank"": 7, ""relation_type"": ""RELATED""}"
47,12,1674,1758,RELATED_TO,RELATED,"{""reason"": ""infarction context in ECG"", ""similarity"": 0.5321540236473083, ""rank"": 7, ""relation_type"": ""RELATED""}"
40,12,1664,1758,RELATED_TO,RELATED,"{""reason"": ""suggests Q wave presence"", ""similarity"": 0.5862773656845093, ""rank"": 1, ""relation_type"": ""RELATED""}"
49,12,1680,1758,RELATED_TO,RELATED,"{""reason"": ""specific infarction type"", ""similarity"": 0.5285131335258484, ""rank"": 8, ""relation_type"": ""RELATED""}"
59,12,1697,1758,RELATED_TO,RELATED,"{""reason"": ""implies potential elevation"", ""similarity"": 0.6622133255004883, ""rank"": 3, ""relation_type"": ""RELATED""}"
23,12,1637,1758,RELATED_TO,RELATED,"{""reason"": ""specific infarction area"", ""similarity"": 0.5258661508560181, ""rank"": 9, ""relation_type"": ""RELATED""}"
84,12,1738,1758,RELATED_TO,RELATED,"{""reason"": ""may co-occur with T wave changes"", ""similarity"": 0.5557479858398438, ""rank"": 7, ""relation_type"": ""RELATED""}"
18,12,1630,1758,RELATED_TO,RELATED,"{""reason"": ""inferior infarction can cause ST elevation"", ""similarity"": 0.5641056895256042, ""rank"": 6, ""relation_type"": ""RELATED""}"
53,12,1687,1758,RELATED_TO,RELATED,"{""reason"": ""specific finding related"", ""similarity"": 0.5997607707977295, ""rank"": 5, ""relation_type"": ""RELATED""}"
58,12,1695,1758,RELATED_TO,RELATED,"{""reason"": ""infraction relates to elevation"", ""similarity"": 0.6123389601707458, ""rank"": 7, ""relation_type"": ""RELATED""}"
44,12,1671,1758,RELATED_TO,RELATED,"{""reason"": ""specific condition may involve ST changes"", ""similarity"": 0.5495060086250305, ""rank"": 9, ""relation_type"": ""RELATED""}"
25,12,1640,1758,RELATED_TO,RELATED,"{""reason"": ""indicates infarction evidence"", ""similarity"": 0.5404441952705383, ""rank"": 9, ""relation_type"": ""RELATED""}"
55,12,1691,1758,RELATED_TO,RELATED,"{""reason"": ""not directly related"", ""similarity"": 0.5560886859893799, ""rank"": 7, ""relation_type"": ""RELATED""}"
30,12,1648,1758,RELATED_TO,RELATED,"{""reason"": ""linked to ischemia"", ""similarity"": 0.52984219789505, ""rank"": 9, ""relation_type"": ""RELATED""}"
62,12,1707,1758,RELATED_TO,NARROWER,"{""reason"": ""specific type of infarction"", ""similarity"": 0.5713462829589844, ""rank"": 10, ""relation_type"": ""NARROWER""}"
45,12,1672,1758,RELATED_TO,RELATED,"{""reason"": ""implies possible myocardial issue"", ""similarity"": 0.4650540351867676, ""rank"": 8, ""relation_type"": ""RELATED""}"
57,12,1694,1758,RELATED_TO,RELATED,"{""reason"": ""Suggests myocardial ischemia"", ""similarity"": 0.4442833960056305, ""rank"": 8, ""relation_type"": ""RELATED""}"
87,12,1742,1758,RELATED_TO,RELATED,"{""reason"": ""indicates potential ST segment issues"", ""similarity"": 0.5383894443511963, ""rank"": 9, ""relation_type"": ""RELATED""}"
76,12,1725,1758,RELATED_TO,RELATED,"{""reason"": ""related to specific infarction"", ""similarity"": 0.5475626587867737, ""rank"": 8, ""relation_type"": ""RELATED""}"
72,13,1721,1759,RELATED_TO,RELATED,"{""reason"": ""broader abnormality category"", ""similarity"": 0.267838716506958, ""rank"": 9, ""relation_type"": ""RELATED""}"
55,13,1691,1759,RELATED_TO,RELATED,"{""reason"": ""not directly related"", ""similarity"": 0.5384294986724854, ""rank"": 10, ""relation_type"": ""RELATED""}"
82,13,1734,1759,RELATED_TO,RELATED,"{""reason"": ""QRS complex abnormality"", ""similarity"": 0.7366843223571777, ""rank"": 1, ""relation_type"": ""RELATED""}"
37,13,1661,1759,RELATED_TO,RELATED,"{""reason"": ""other abnormality not T wave"", ""similarity"": 0.6492942571640015, ""rank"": 6, ""relation_type"": ""RELATED""}"
76,13,1725,1759,RELATED_TO,RELATED,"{""reason"": ""related but not T wave focused"", ""similarity"": 0.5378180146217346, ""rank"": 10, ""relation_type"": ""RELATED""}"
19,13,1632,1759,RELATED_TO,RELATED,"{""reason"": ""may relate to abnormality"", ""similarity"": 0.5234907269477844, ""rank"": 8, ""relation_type"": ""RELATED""}"
67,13,1716,1759,RELATED_TO,RELATED,"{""reason"": ""QRS abnormalities can suggest Q waves"", ""similarity"": 0.5630940794944763, ""rank"": 5, ""relation_type"": ""RELATED""}"
38,13,1662,1759,RELATED_TO,RELATED,"{""reason"": ""QRS behavior considered"", ""similarity"": 0.634768545627594, ""rank"": 4, ""relation_type"": ""RELATED""}"
22,13,1636,1759,RELATED_TO,RELATED,"{""reason"": ""QRS complex relates to R wave"", ""similarity"": 0.554948091506958, ""rank"": 7, ""relation_type"": ""RELATED""}"
40,13,1664,1759,RELATED_TO,RELATED,"{""reason"": ""QRS complex abnormality type"", ""similarity"": 0.5853386521339417, ""rank"": 2, ""relation_type"": ""RELATED""}"
36,13,1659,1759,RELATED_TO,RELATED,"{""reason"": ""QRS complex includes Q wave"", ""similarity"": 0.5696421265602112, ""rank"": 5, ""relation_type"": ""RELATED""}"
29,14,1646,1760,RELATED_TO,RELATED,"{""reason"": ""related to ischemia"", ""similarity"": 0.5595889091491699, ""rank"": 9, ""relation_type"": ""RELATED""}"
20,14,1634,1760,RELATED_TO,RELATED,"{""reason"": ""ischemia implication"", ""similarity"": 0.5414402484893799, ""rank"": 9, ""relation_type"": ""RELATED""}"
69,14,1718,1760,RELATED_TO,RELATED,"{""reason"": ""associated with ischemia"", ""similarity"": 0.5776609778404236, ""rank"": 10, ""relation_type"": ""RELATED""}"
40,14,1664,1760,RELATED_TO,RELATED,"{""reason"": ""associated with ischemia"", ""similarity"": 0.5560950040817261, ""rank"": 5, ""relation_type"": ""RELATED""}"
89,14,1744,1760,RELATED_TO,RELATED,"{""reason"": ""indicative of ST segment issues"", ""similarity"": 0.46900612115859985, ""rank"": 10, ""relation_type"": ""RELATED""}"
70,14,1719,1760,RELATED_TO,RELATED,"{""reason"": ""could relate to ischemia"", ""similarity"": 0.5702350735664368, ""rank"": 10, ""relation_type"": ""RELATED""}"
87,14,1742,1760,RELATED_TO,RELATED,"{""reason"": ""specific ischemic finding type"", ""similarity"": 0.55204838514328, ""rank"": 7, ""relation_type"": ""RELATED""}"
53,14,1687,1760,RELATED_TO,RELATED,"{""reason"": ""suggestive of ischemia"", ""similarity"": 0.5771219730377197, ""rank"": 7, ""relation_type"": ""RELATED""}"
58,14,1695,1760,RELATED_TO,RELATED,"{""reason"": ""specific ischemia location"", ""similarity"": 0.6239687204360962, ""rank"": 5, ""relation_type"": ""RELATED""}"
85,14,1739,1760,RELATED_TO,RELATED,"{""reason"": ""related ischemia indication"", ""similarity"": 0.5526964664459229, ""rank"": 10, ""relation_type"": ""RELATED""}"
47,14,1674,1760,RELATED_TO,RELATED,"{""reason"": ""ischemia context in ECG"", ""similarity"": 0.5233719348907471, ""rank"": 9, ""relation_type"": ""RELATED""}"
63,14,1708,1760,RELATED_TO,RELATED,"{""reason"": ""specific region ischemia"", ""similarity"": 0.6008897423744202, ""rank"": 9, ""relation_type"": ""RELATED""}"
80,14,1731,1760,RELATED_TO,RELATED,"{""reason"": ""ischemia relates to ST changes"", ""similarity"": 0.5019857287406921, ""rank"": 10, ""relation_type"": ""RELATED""}"
42,14,1668,1760,RELATED_TO,RELATED,"{""reason"": ""broader ischemia context"", ""similarity"": 0.5193036794662476, ""rank"": 10, ""relation_type"": ""RELATED""}"
44,14,1671,1760,RELATED_TO,RELATED,"{""reason"": ""condition indicating ischemia, relates to ST"", ""similarity"": 0.5468024015426636, ""rank"": 10, ""relation_type"": ""RELATED""}"
74,14,1723,1760,RELATED_TO,RELATED,"{""reason"": ""another ischemic finding"", ""similarity"": 0.5879092812538147, ""rank"": 9, ""relation_type"": ""RELATED""}"
16,14,1627,1760,RELATED_TO,RELATED,"{""reason"": ""ischemia relates to ST changes"", ""similarity"": 0.5484805107116699, ""rank"": 6, ""relation_type"": ""RELATED""}"
59,14,1697,1760,RELATED_TO,RELATED,"{""reason"": ""associated with lateral area"", ""similarity"": 0.6487294435501099, ""rank"": 5, ""relation_type"": ""RELATED""}"
84,14,1738,1760,RELATED_TO,RELATED,"{""reason"": ""associated ischemic condition"", ""similarity"": 0.5390986204147339, ""rank"": 9, ""relation_type"": ""RELATED""}"
61,14,1703,1760,RELATED_TO,RELATED,"{""reason"": ""associated ischemic process"", ""similarity"": 0.5485602021217346, ""rank"": 9, ""relation_type"": ""RELATED""}"
25,14,1640,1760,RELATED_TO,RELATED,"{""reason"": ""associated with ischemia"", ""similarity"": 0.568046510219574, ""rank"": 5, ""relation_type"": ""RELATED""}"
18,14,1630,1760,RELATED_TO,RELATED,"{""reason"": ""lateral ischemia can alter ST segments"", ""similarity"": 0.5510916113853455, ""rank"": 8, ""relation_type"": ""RELATED""}"
67,15,1716,1761,RELATED_TO,NARROWER,"{""reason"": ""QRS complex includes Q waves"", ""similarity"": 0.5240864753723145, ""rank"": 9, ""relation_type"": ""NARROWER""}"
40,15,1664,1761,RELATED_TO,RELATED,"{""reason"": ""general finding category"", ""similarity"": 0.5453466176986694, ""rank"": 7, ""relation_type"": ""RELATED""}"
38,15,1662,1761,RELATED_TO,BROADER,"{""reason"": ""More general finding category"", ""similarity"": 0.5375397801399231, ""rank"": 9, ""relation_type"": ""BROADER""}"
64,16,1709,1762,RELATED_TO,RELATED,"{""reason"": ""specific infarct area related to heart"", ""similarity"": 0.34979844093322754, ""rank"": 8, ""relation_type"": ""RELATED""}"
17,16,1629,1762,RELATED_TO,RELATED,"{""reason"": ""may indicate infarction"", ""similarity"": 0.48614513874053955, ""rank"": 6, ""relation_type"": ""RELATED""}"
56,16,1692,1762,RELATED_TO,RELATED,"{""reason"": ""related finding in context"", ""similarity"": 0.4817783832550049, ""rank"": 5, ""relation_type"": ""RELATED""}"
29,16,1646,1762,RELATED_TO,RELATED,"{""reason"": ""related to infarction"", ""similarity"": 0.5589529275894165, ""rank"": 10, ""relation_type"": ""RELATED""}"
60,16,1698,1762,RELATED_TO,RELATED,"{""reason"": ""Infarction may relate to ST changes"", ""similarity"": 0.5308831930160522, ""rank"": 6, ""relation_type"": ""RELATED""}"
8,16,1615,1762,RELATED_TO,RELATED,"{""reason"": ""ST segment elevation can suggest infarction"", ""similarity"": 0.4993067979812622, ""rank"": 8, ""relation_type"": ""RELATED""}"
59,16,1697,1762,RELATED_TO,RELATED,"{""reason"": ""implies elevation in anterolateral"", ""similarity"": 0.6286728382110596, ""rank"": 7, ""relation_type"": ""RELATED""}"
52,16,1685,1762,RELATED_TO,RELATED,"{""reason"": ""related to elevation patterns"", ""similarity"": 0.5136418342590332, ""rank"": 6, ""relation_type"": ""RELATED""}"
23,16,1637,1762,RELATED_TO,RELATED,"{""reason"": ""specific infarction region"", ""similarity"": 0.525097131729126, ""rank"": 10, ""relation_type"": ""RELATED""}"
50,16,1681,1762,RELATED_TO,NARROWER,"{""reason"": ""specific infarction related"", ""similarity"": 0.5348325371742249, ""rank"": 5, ""relation_type"": ""NARROWER""}"
40,16,1664,1762,RELATED_TO,RELATED,"{""reason"": ""Q waves suggest infarction"", ""similarity"": 0.5375431776046753, ""rank"": 8, ""relation_type"": ""RELATED""}"
42,16,1668,1762,RELATED_TO,RELATED,"{""reason"": ""specific condition affecting ST"", ""similarity"": 0.5338802933692932, ""rank"": 7, ""relation_type"": ""RELATED""}"
53,16,1687,1762,RELATED_TO,RELATED,"{""reason"": ""specific infarction type"", ""similarity"": 0.5684896111488342, ""rank"": 9, ""relation_type"": ""RELATED""}"
58,16,1695,1762,RELATED_TO,RELATED,"{""reason"": ""infraction relates to elevation"", ""similarity"": 0.5616828799247742, ""rank"": 10, ""relation_type"": ""RELATED""}"
6,16,1613,1762,RELATED_TO,RELATED,"{""reason"": ""infarction could result in ST elevation"", ""similarity"": 0.5730963945388794, ""rank"": 10, ""relation_type"": ""RELATED""}"
49,16,1680,1762,RELATED_TO,RELATED,"{""reason"": ""specific infarction type"", ""similarity"": 0.5360665917396545, ""rank"": 6, ""relation_type"": ""RELATED""}"
64,17,1709,1763,RELATED_TO,RELATED,"{""reason"": ""indicative of ischemic changes"", ""similarity"": 0.3450888693332672, ""rank"": 10, ""relation_type"": ""RELATED""}"
20,17,1634,1763,RELATED_TO,EXACT,"{""reason"": ""equivalent term"", ""similarity"": 0.8860786557197571, ""rank"": 1, ""relation_type"": ""EXACT""}"
29,17,1646,1763,RELATED_TO,NARROWER,"{""reason"": ""query is a specific type"", ""similarity"": 0.7495060563087463, ""rank"": 1, ""relation_type"": ""NARROWER""}"
28,17,1644,1763,RELATED_TO,NARROWER,"{""reason"": ""reciprocal ST depression is specific"", ""similarity"": 0.5589652061462402, ""rank"": 1, ""relation_type"": ""NARROWER""}"
1,17,1602,1763,RELATED_TO,NARROWER,"{""reason"": ""specific type of ST depression"", ""similarity"": 0.7346317172050476, ""rank"": 1, ""relation_type"": ""NARROWER""}"
81,17,1732,1763,RELATED_TO,RELATED,"{""reason"": ""part of ST segment findings"", ""similarity"": 0.7907249331474304, ""rank"": 1, ""relation_type"": ""RELATED""}"
56,17,1692,1763,RELATED_TO,BROADER,"{""reason"": ""query is specific case of ST depression"", ""similarity"": 0.5328793525695801, ""rank"": 1, ""relation_type"": ""BROADER""}"
21,17,1635,1763,RELATED_TO,RELATED,"{""reason"": ""not directly related"", ""similarity"": 0.5654861927032471, ""rank"": 6, ""relation_type"": ""RELATED""}"
17,17,1629,1763,RELATED_TO,NARROWER,"{""reason"": ""specific type of ST depression"", ""similarity"": 0.5381799936294556, ""rank"": 1, ""relation_type"": ""NARROWER""}"
60,17,1698,1763,RELATED_TO,BROADER,"{""reason"": ""ST segment depression is broader"", ""similarity"": 0.649913489818573, ""rank"": 1, ""relation_type"": ""BROADER""}"
0,17,1601,1763,RELATED_TO,NARROWER,"{""reason"": ""query is specific type of ST depression"", ""similarity"": 0.7316496968269348, ""rank"": 1, ""relation_type"": ""NARROWER""}"
27,17,1643,1763,RELATED_TO,EXACT,"{""reason"": ""exact match of finding"", ""similarity"": 0.8147352933883667, ""rank"": 1, ""relation_type"": ""EXACT""}"
84,17,1738,1763,RELATED_TO,RELATED,"{""reason"": ""associated finding"", ""similarity"": 0.6302266120910645, ""rank"": 5, ""relation_type"": ""RELATED""}"
80,17,1731,1763,RELATED_TO,EXACT,"{""reason"": ""synonym for ST depression"", ""similarity"": 0.6870853304862976, ""rank"": 1, ""relation_type"": ""EXACT""}"
51,17,1683,1763,RELATED_TO,EXACT,"{""reason"": ""identical concept"", ""similarity"": 0.8362430930137634, ""rank"": 1, ""relation_type"": ""EXACT""}"
87,17,1742,1763,RELATED_TO,EXACT,"{""reason"": ""same finding without qualifier"", ""similarity"": 0.8347774147987366, ""rank"": 1, ""relation_type"": ""EXACT""}"
33,17,1656,1763,RELATED_TO,NARROWER,"{""reason"": ""anterior is more specific"", ""similarity"": 0.8325550556182861, ""rank"": 1, ""relation_type"": ""NARROWER""}"
