local_id,neo4j_id,name,ontology_id,labels,props_json
226,1123,,D001.001.001.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.001"", ""level"": 4, ""parent_id"": ""D001.001.001"", ""definition"": ""Acute Myocardial Infarction is a serious medical condition characterized by the necrosis of heart muscle tissue due to acute and prolonged ischemia and hypoxia caused by obstruction of the coronary arteries, often resulting from a thrombus or plaque rupture."", ""label"": ""Acute_Myocardial_Infarction"", ""id"": ""D001.001.001.001"", ""type"": ""disease_specific"", ""name_cn"": ""急性心肌梗死"", ""name_en"": ""Acute_Myocardial_Infarction""}"
227,1124,,D001.001.001.001.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.001.001"", ""umls_definition"": """", ""umls_all_sources"": ""[\""CHV\"", \""LNC\"", \""MTH\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]"", ""level"": 5, ""umls_cui"": ""C0439775"", ""label"": ""ST_Elevation_Myocardial_Infarction"", ""type"": ""disease_subtype"", ""umls_score"": 0.9518, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T061\""]"", ""parent_id"": ""D001.001.001.001"", ""umls_canonical_name"": ""Elevation procedure"", ""definition"": ""ST Elevation Myocardial Infarction (STEMI) is a subtype of acute myocardial infarction characterized by the elevation of the ST segment on the electrocardiogram (ECG), indicating the presence of significant myocardial ischemia and a high likelihood of a complete blockage in a coronary artery, necessitating prompt medical intervention to restore blood flow and minimize myocardial damage."", ""id"": ""D001.001.001.001.001"", ""umls_mapping_json"": ""{\""cui\"": \""C0439775\"", \""canonical_name\"": \""Elevation procedure\"", \""score\"": 0.9518, \""types\"": [\""T061\""], \""definition\"": \""\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""LNC\"", \""MTH\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""ST段抬高性心肌梗死"", ""name_en"": ""ST_Elevation_Myocardial_Infarction""}"
228,1125,,D001.001.001.001.001.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.001.001.001"", ""level"": 6, ""parent_id"": ""D001.001.001.001.001"", ""definition"": ""Anterior ST-Elevation Myocardial Infarction (anterior STEMI) is a type of acute myocardial infarction characterized by the elevation of the ST segment on the electrocardiogram, specifically affecting the anterior wall of the heart, typically due to occlusion of the left anterior descending artery."", ""id"": ""D001.001.001.001.001.001"", ""label"": ""Anterior_STEMI"", ""type"": ""disease_location"", ""name_cn"": ""前壁心肌梗死"", ""name_en"": ""Anterior_STEMI""}"
229,1126,,D001.001.001.001.001.002,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.001.001.002"", ""level"": 6, ""parent_id"": ""D001.001.001.001.001"", ""definition"": ""Inferior ST-Elevation Myocardial Infarction (Inferior STEMI) is a condition characterized by the elevation of the ST segment on an electrocardiogram (ECG) and involves the ischemic damage to the inferior wall of the heart, typically resulting from occlusion of the right coronary artery or other coronary arteries supplying the inferior myocardium."", ""id"": ""D001.001.001.001.001.002"", ""label"": ""Inferior_STEMI"", ""type"": ""disease_location"", ""name_cn"": ""下壁心肌梗死"", ""name_en"": ""Inferior_STEMI""}"
230,1127,,D001.001.001.001.001.003,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.001.001.003"", ""level"": 6, ""parent_id"": ""D001.001.001.001.001"", ""definition"": ""Lateral ST-Elevation Myocardial Infarction (Lateral STEMI) refers to a specific type of myocardial infarction characterized by ST-segment elevation on an electrocardiogram, predominantly affecting the lateral wall of the heart, which is typically supplied by the left circumflex artery or the diagonal branches of the left anterior descending artery."", ""id"": ""D001.001.001.001.001.003"", ""label"": ""Lateral_STEMI"", ""type"": ""disease_location"", ""name_cn"": ""侧壁心肌梗死"", ""name_en"": ""Lateral_STEMI""}"
231,1128,,D001.001.001.001.001.004,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.001.001.004"", ""umls_definition"": ""Pertaining to the back or upper surface of the body; opposite of ventral."", ""umls_all_sources"": ""[\""CHV\"", \""FMA\"", \""HL7V2.5\"", \""LNC\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNMI\"", \""SNOMEDCT_US\"", \""UWDA\""]"", ""level"": 6, ""umls_cui"": ""C0205095"", ""label"": ""Posterior_STEMI"", ""type"": ""disease_location"", ""umls_score"": 0.9869, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T082\""]"", ""parent_id"": ""D001.001.001.001.001"", ""umls_canonical_name"": ""Dorsal"", ""definition"": ""Posterior STEMI refers to an ST-segment elevation myocardial infarction that affects the posterior wall of the heart, characterized by the elevation of the ST segment on the electrocardiogram, indicating significant myocardial injury in the posterior region due to occlusion of the coronary arteries supplying that area."", ""id"": ""D001.001.001.001.001.004"", ""umls_mapping_json"": ""{\""cui\"": \""C0205095\"", \""canonical_name\"": \""Dorsal\"", \""score\"": 0.9869, \""types\"": [\""T082\""], \""definition\"": \""Pertaining to the back or upper surface of the body; opposite of ventral.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""FMA\"", \""HL7V2.5\"", \""LNC\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNMI\"", \""SNOMEDCT_US\"", \""UWDA\""]}"", ""name_cn"": ""后壁心肌梗死"", ""name_en"": ""Posterior_STEMI""}"
232,1129,,D001.001.001.001.002,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.001.002"", ""level"": 5, ""parent_id"": ""D001.001.001.001"", ""definition"": ""Non-ST-Elevation Myocardial Infarction (NSTEMI) is a subtype of acute myocardial infarction characterized by the absence of ST segment elevation on the electrocardiogram (ECG) while there is an elevation of cardiac biomarkers indicating myocardial injury."", ""id"": ""D001.001.001.001.002"", ""label"": ""Non_ST_Elevation_Myocardial_Infarction"", ""type"": ""disease_subtype"", ""name_cn"": ""非ST段抬高性心肌梗死"", ""name_en"": ""Non_ST_Elevation_Myocardial_Infarction""}"
233,1130,,D001.001.001.002,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.002"", ""umls_definition"": ""Subject to change; variable."", ""umls_all_sources"": ""[\""CCPSS\"", \""CHV\"", \""LNC\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SCTSPA\"", \""SNOMEDCT_US\""]"", ""level"": 4, ""umls_cui"": ""C0443343"", ""label"": ""Unstable_Angina"", ""type"": ""disease_specific"", ""umls_score"": 0.9866, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T033\""]"", ""parent_id"": ""D001.001.001"", ""umls_canonical_name"": ""Unstable status"", ""definition"": ""Unstable angina is an acute manifestation of coronary artery disease characterized by the occurrence of chest pain or discomfort that is more frequent, prolonged, or severe than stable angina. It represents a critical stage between stable angina and acute myocardial infarction, indicating a potential for imminent heart attack due to significantly reduced blood flow to the heart muscle, often resulting from the rupture of an atherosclerotic plaque and subsequent thrombosis."", ""id"": ""D001.001.001.002"", ""umls_mapping_json"": ""{\""cui\"": \""C0443343\"", \""canonical_name\"": \""Unstable status\"", \""score\"": 0.9866, \""types\"": [\""T033\""], \""definition\"": \""Subject to change; variable.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CCPSS\"", \""CHV\"", \""LNC\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SCTSPA\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""不稳定性心绞痛"", ""name_en"": ""Unstable_Angina""}"
234,1131,,D001.001.001.002.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.002.001"", ""umls_definition"": """", ""umls_all_sources"": ""[\""BI\"", \""CCPSS\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MDREST\"", \""MDRFIN\"", \""MDRFRE\"", \""MDRGER\"", \""MDRGRE\"", \""MDRHUN\"", \""MDRISL\"", \""MDRITA\"", \""MDRJPN\"", \""MDRKOR\"", \""MDRLAV\"", \""MDRLIT\"", \""MEDCIN\"", \""RCD\"", \""SNOMEDCT_US\""]"", ""level"": 5, ""umls_cui"": ""C0340289"", ""label"": ""New_Onset_Angina"", ""type"": ""disease_subtype"", ""umls_score"": 0.9777, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001.001.001.002"", ""umls_canonical_name"": ""New onset angina"", ""definition"": ""New onset angina refers to the occurrence of exertional chest pain or discomfort due to myocardial ischemia that develops within a duration of two months, indicating a new episode of angina pectoris characterized by a lack of prior symptoms in the subject."", ""id"": ""D001.001.001.002.001"", ""umls_mapping_json"": ""{\""cui\"": \""C0340289\"", \""canonical_name\"": \""New onset angina\"", \""score\"": 0.9777, \""types\"": [\""T047\""], \""definition\"": \""\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""BI\"", \""CCPSS\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MDREST\"", \""MDRFIN\"", \""MDRFRE\"", \""MDRGER\"", \""MDRGRE\"", \""MDRHUN\"", \""MDRISL\"", \""MDRITA\"", \""MDRJPN\"", \""MDRKOR\"", \""MDRLAV\"", \""MDRLIT\"", \""MEDCIN\"", \""RCD\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""初发心绞痛"", ""name_en"": ""New_Onset_Angina""}"
235,1132,,D001.001.001.002.002,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.002.002"", ""level"": 5, ""parent_id"": ""D001.001.001.002"", ""definition"": ""Worsening Angina is a subtype of angina characterized by the exacerbation of pre-existing stable angina symptoms, which may include increased frequency, severity, or duration of chest pain or discomfort, often indicative of a progression in underlying coronary artery disease."", ""label"": ""Worsening_Angina"", ""id"": ""D001.001.001.002.002"", ""type"": ""disease_subtype"", ""name_cn"": ""恶化性心绞痛"", ""name_en"": ""Worsening_Angina""}"
236,1133,,D001.001.001.002.003,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.001.002.003"", ""umls_definition"": """", ""umls_all_sources"": ""[\""CHV\"", \""ICD9CM\"", \""ICPC2ICD10DUT\"", \""ICPC2ICD10ENG\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDCIN\"", \""MTH\"", \""RCD\"", \""SNM\"", \""SNMI\"", \""SNOMEDCT_US\""]"", ""level"": 5, ""umls_cui"": ""C0152172"", ""label"": ""Rest_Angina"", ""type"": ""disease_subtype"", ""umls_score"": 0.9849, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001.001.001.002"", ""umls_canonical_name"": ""Angina decubitus"", ""definition"": ""Rest angina is a type of angina pectoris characterized by the occurrence of chest pain or discomfort during periods of rest rather than physical exertion, often associated with underlying coronary artery disease and indicative of myocardial ischemia."", ""id"": ""D001.001.001.002.003"", ""umls_mapping_json"": ""{\""cui\"": \""C0152172\"", \""canonical_name\"": \""Angina decubitus\"", \""score\"": 0.9849, \""types\"": [\""T047\""], \""definition\"": \""\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""ICD9CM\"", \""ICPC2ICD10DUT\"", \""ICPC2ICD10ENG\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDCIN\"", \""MTH\"", \""RCD\"", \""SNM\"", \""SNMI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""静息心绞痛"", ""name_en"": ""Rest_Angina""}"
237,1134,,D001.001.002,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.002"", ""umls_definition"": ""Angina pectoris which has not recently changed in frequency, duration or intensity. Stable angina pectoris is relieved by rest or administration or oral, sublingual or transdermal antianginal medications."", ""umls_all_sources"": ""[\""CCPSS\"", \""CHV\"", \""ICD10CM\"", \""LNC\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDCIN\"", \""MSH\"", \""MSHCZE\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0340288"", ""label"": ""Stable_Angina"", ""type"": ""disease_syndrome"", ""umls_score"": 0.9887, ""umls_sources"": ""[\""ICD10CM\"", \""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001.001"", ""umls_canonical_name"": ""Stable angina"", ""definition"": ""Stable angina is a clinical syndrome characterized by chest pain or discomfort occurring predictably with exertion or emotional stress, typically in response to a relatively fixed level of physical activity or stress. It results from myocardial ischemia due to coronary artery disease, and the symptoms are usually relieved by rest or nitrates."", ""id"": ""D001.001.002"", ""umls_mapping_json"": ""{\""cui\"": \""C0340288\"", \""canonical_name\"": \""Stable angina\"", \""score\"": 0.9887, \""types\"": [\""T047\""], \""definition\"": \""Angina pectoris which has not recently changed in frequency, duration or intensity. Stable angina pectoris is relieved by rest or administration or oral, sublingual or transdermal antianginal medications.\"", \""sources\"": [\""ICD10CM\"", \""SNOMEDCT_US\""], \""all_sources\"": [\""CCPSS\"", \""CHV\"", \""ICD10CM\"", \""LNC\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MEDCIN\"", \""MSH\"", \""MSHCZE\"", \""MTH\"", \""NCI\"", \""RCD\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""稳定性心绞痛"", ""name_en"": ""Stable_Angina""}"
238,1135,,D001.001.002.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.002.001"", ""umls_definition"": """", ""umls_all_sources"": ""[\""MEDCIN\"", \""SCTSPA\"", \""SNOMEDCT_US\""]"", ""level"": 4, ""umls_cui"": ""C1998435"", ""label"": ""Typical_Angina"", ""type"": ""disease_subtype"", ""umls_score"": 0.9645, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T184\""]"", ""parent_id"": ""D001.001.002"", ""umls_canonical_name"": ""Typical angina"", ""definition"": ""Typical angina refers to a subtype of angina pectoris characterized by the presence of three hallmark features: a sensation of chest pain or discomfort, which is typically triggered by physical exertion or emotional stress, and is relieved by rest or the use of nitrates. This type of angina is commonly associated with coronary artery disease and indicates a predictable pattern of ischemic heart symptoms."", ""id"": ""D001.001.002.001"", ""umls_mapping_json"": ""{\""cui\"": \""C1998435\"", \""canonical_name\"": \""Typical angina\"", \""score\"": 0.9645, \""types\"": [\""T184\""], \""definition\"": \""\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""MEDCIN\"", \""SCTSPA\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""典型心绞痛"", ""name_en"": ""Typical_Angina""}"
239,1136,,D001.001.002.002,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.002.002"", ""umls_definition"": ""Angina pectoris which does not have associated classical symptoms of chest pain. Symptoms may include weakness, nausea, or sweating."", ""umls_all_sources"": ""[\""CCPSS\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MDREST\"", \""MDRFIN\"", \""MDRFRE\"", \""MDRGER\"", \""MDRGRE\"", \""MDRHUN\"", \""MDRISL\"", \""MDRITA\"", \""MDRJPN\"", \""MDRKOR\"", \""MDRLAV\"", \""MDRLIT\"", \""MDRPOL\"", \""MDRPOR\"", \""MEDCIN\"", \""NCI\"", \""SNOMEDCT_US\""]"", ""level"": 4, ""umls_cui"": ""C0741026"", ""label"": ""Atypical_Angina"", ""type"": ""disease_subtype"", ""umls_score"": 0.9629, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001.001.002"", ""umls_canonical_name"": ""Atypical angina"", ""definition"": ""Atypical Angina is a subtype of angina pectoris characterized by chest pain that presents with only two of the three classical characteristics: quality, location, and provocation or relief."", ""id"": ""D001.001.002.002"", ""umls_mapping_json"": ""{\""cui\"": \""C0741026\"", \""canonical_name\"": \""Atypical angina\"", \""score\"": 0.9629, \""types\"": [\""T047\""], \""definition\"": \""Angina pectoris which does not have associated classical symptoms of chest pain. Symptoms may include weakness, nausea, or sweating.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CCPSS\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MDREST\"", \""MDRFIN\"", \""MDRFRE\"", \""MDRGER\"", \""MDRGRE\"", \""MDRHUN\"", \""MDRISL\"", \""MDRITA\"", \""MDRJPN\"", \""MDRKOR\"", \""MDRLAV\"", \""MDRLIT\"", \""MDRPOL\"", \""MDRPOR\"", \""MEDCIN\"", \""NCI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""不典型心绞痛"", ""name_en"": ""Atypical_Angina""}"
240,1137,,D001.001.002.003,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.002.003"", ""level"": 4, ""parent_id"": ""D001.001.002"", ""definition"": ""Non-Anginal Chest Pain refers to chest pain that meets only one of the three classic characteristics of angina pectoris or lacks all three characteristics entirely. These characteristics include: (1) a sensation of pressure, squeezing, or heaviness; (2) a relationship to physical exertion; and (3) relief with rest or nitroglycerin. Non-anginal chest pain is typically not due to coronary artery obstruction and may have various non-cardiac etiologies."", ""label"": ""Non_Anginal_Chest_Pain"", ""id"": ""D001.001.002.003"", ""type"": ""disease_subtype"", ""name_cn"": ""非心绞痛性胸痛"", ""name_en"": ""Non_Anginal_Chest_Pain""}"
241,1138,,D001.001.003,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.003"", ""umls_definition"": ""A hypoperfusion of the BLOOD through an organ or tissue caused by a PATHOLOGIC CONSTRICTION or obstruction of its BLOOD VESSELS, or an absence of BLOOD CIRCULATION."", ""umls_all_sources"": ""[\""LCH\"", \""LCH_NW\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""NANDA-I\"", \""NCI\"", \""PSY\"", \""RCD\"", \""SNM\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0022116"", ""label"": ""Silent_Myocardial_Ischemia"", ""type"": ""disease_syndrome"", ""umls_score"": 0.9904, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T046\""]"", ""parent_id"": ""D001.001"", ""umls_canonical_name"": ""Ischemia"", ""definition"": ""Silent myocardial ischemia is a clinical condition characterized by the presence of objective evidence of myocardial ischemia, such as changes in electrocardiogram or imaging studies, without the classical symptomatology of angina pectoris or chest pain."", ""id"": ""D001.001.003"", ""umls_mapping_json"": ""{\""cui\"": \""C0022116\"", \""canonical_name\"": \""Ischemia\"", \""score\"": 0.9904, \""types\"": [\""T046\""], \""definition\"": \""A hypoperfusion of the BLOOD through an organ or tissue caused by a PATHOLOGIC CONSTRICTION or obstruction of its BLOOD VESSELS, or an absence of BLOOD CIRCULATION.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""LCH\"", \""LCH_NW\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""NANDA-I\"", \""NCI\"", \""PSY\"", \""RCD\"", \""SNM\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""无症状性心肌缺血"", ""name_en"": ""Silent_Myocardial_Ischemia""}"
242,1139,,D001.001.004,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.004"", ""level"": 3, ""parent_id"": ""D001.001"", ""definition"": ""Vasospastic Angina is a syndrome characterized by episodes of chest pain (angina) resulting from transient coronary artery spasms, which lead to reduced blood flow to the heart muscle. This condition may occur at rest, often during sleep or emotional stress, and is typically associated with reversible myocardial ischemia."", ""label"": ""Vasospastic_Angina"", ""id"": ""D001.001.004"", ""type"": ""disease_syndrome"", ""name_cn"": ""血管痉挛性心绞痛"", ""name_en"": ""Vasospastic_Angina""}"
243,1140,,D001.001.005,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.005"", ""umls_definition"": ""A disorder affecting the smallest coronary arteries. Causes include atherosclerosis and arterial spasm. Chest pain is a frequently observed symptom."", ""umls_all_sources"": ""[\""CHV\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""NCI\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0206064"", ""label"": ""Microvascular_Angina"", ""type"": ""disease_syndrome"", ""umls_score"": 0.9854, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T047\""]"", ""parent_id"": ""D001.001"", ""umls_canonical_name"": ""Microvascular Angina"", ""definition"": ""Microvascular angina is a clinical syndrome characterized by angina pectoris resulting from dysfunction of the coronary microcirculation, which leads to inadequate blood supply to the myocardial tissue despite the absence of significant epicardial coronary artery disease."", ""id"": ""D001.001.005"", ""umls_mapping_json"": ""{\""cui\"": \""C0206064\"", \""canonical_name\"": \""Microvascular Angina\"", \""score\"": 0.9854, \""types\"": [\""T047\""], \""definition\"": \""A disorder affecting the smallest coronary arteries. Causes include atherosclerosis and arterial spasm. Chest pain is a frequently observed symptom.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""MDR\"", \""MDRARA\"", \""MDRCZE\"", \""MDRDUT\"", \""MSH\"", \""MSHCZE\"", \""MSHDUT\"", \""MTH\"", \""NCI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""微血管性心绞痛"", ""name_en"": ""Microvascular_Angina""}"
244,1141,,D001.001.006,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.006"", ""level"": 3, ""parent_id"": ""D001.001"", ""definition"": ""A term used to describe the clinical presentations of coronary artery disease during stable periods, particularly those preceding or following an acute coronary syndrome."", ""label"": ""Chronic Coronary Syndromes"", ""id"": ""D001.001.006"", ""type"": ""disease_syndrome"", ""name_cn"": ""慢性冠状动脉综合征"", ""name_en"": ""Chronic Coronary Syndromes""}"
245,1142,,D001.001.006.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.006.001"", ""level"": 4, ""parent_id"": ""D001.001.006"", ""definition"": ""A severe form of coronary artery disease characterized by extensive obstruction in the coronary arteries."", ""id"": ""D001.001.006.001"", ""label"": ""Extensive Obstructive Coronary Artery Disease"", ""type"": ""Disease"", ""name_cn"": ""广泛性阻塞性冠状动脉疾病"", ""name_en"": ""Extensive Obstructive Coronary Artery Disease""}"
246,1143,,D001.001.007,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.007"", ""umls_definition"": ""insufficient blood supply to a body part"", ""umls_all_sources"": ""[\""CHV\"", \""MTH\"", \""RCD\"", \""RCDAE\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]"", ""level"": 3, ""umls_cui"": ""C0475224"", ""label"": ""Ischemic Left Ventricular Dysfunction"", ""umls_score"": 0.9888, ""umls_types"": ""[\""T169\""]"", ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""parent_id"": ""D001.001"", ""definition"": ""Left ventricular dysfunction caused by ischemic conditions, often due to coronary artery disease."", ""umls_canonical_name"": ""Ischemic"", ""id"": ""D001.001.007"", ""umls_mapping_json"": ""{\""cui\"": \""C0475224\"", \""canonical_name\"": \""Ischemic\"", \""score\"": 0.9888, \""types\"": [\""T169\""], \""definition\"": \""insufficient blood supply to a body part\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CHV\"", \""MTH\"", \""RCD\"", \""RCDAE\"", \""SCTSPA\"", \""SNMI\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""缺血性左心室功能障碍"", ""name_en"": ""Ischemic Left Ventricular Dysfunction""}"
247,1144,,D001.001.004.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.004.001"", ""level"": 4, ""parent_id"": ""D001.001.004"", ""definition"": ""A condition characterized by transient constriction of the coronary arteries, leading to reduced blood flow and myocardial ischemia."", ""label"": ""Coronary_Vasospasm"", ""id"": ""D001.001.004.001"", ""type"": ""disease"", ""name_cn"": ""冠状动脉痉挛"", ""name_en"": ""Coronary_Vasospasm""}"
248,1145,,D001.001.006.001.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.006.001.001"", ""umls_definition"": ""A term applied to differences, correlations, cause-and-effect relationships, etc., to indicate that they are noticeable, probably too closely correlated to be attributed to chance and therefore indicating a systematic relation: substantial, fairly large; also having consequence or import, important in effect or meaning. In statistics significant ordinarily indicates a probability of not less than 95 percent, while highly significant indicates a probability of not less than 99 percent."", ""umls_all_sources"": ""[\""CCPSS\"", \""CHV\"", \""LNC\"", \""MTH\"", \""NCI\"", \""SCTSPA\"", \""SNOMEDCT_US\""]"", ""level"": 5, ""umls_cui"": ""C0750502"", ""label"": ""Significant_Coronary_Stenosis"", ""type"": ""disease"", ""umls_score"": 0.9688, ""umls_sources"": ""[\""SNOMEDCT_US\""]"", ""umls_types"": ""[\""T078\""]"", ""parent_id"": ""D001.001.006.001"", ""umls_canonical_name"": ""Significant"", ""definition"": ""Coronary artery stenosis reaching a significant level, usually requiring medical intervention"", ""id"": ""D001.001.006.001.001"", ""umls_mapping_json"": ""{\""cui\"": \""C0750502\"", \""canonical_name\"": \""Significant\"", \""score\"": 0.9688, \""types\"": [\""T078\""], \""definition\"": \""A term applied to differences, correlations, cause-and-effect relationships, etc., to indicate that they are noticeable, probably too closely correlated to be attributed to chance and therefore indicating a systematic relation: substantial, fairly large; also having consequence or import, important in effect or meaning. In statistics significant ordinarily indicates a probability of not less than 95 percent, while highly significant indicates a probability of not less than 99 percent.\"", \""sources\"": [\""SNOMEDCT_US\""], \""all_sources\"": [\""CCPSS\"", \""CHV\"", \""LNC\"", \""MTH\"", \""NCI\"", \""SCTSPA\"", \""SNOMEDCT_US\""]}"", ""name_cn"": ""显著冠状动脉狭窄"", ""name_en"": ""Significant_Coronary_Stenosis""}"
249,1146,,D001.001.005.001,"['Ontology', 'Disease']","{""ontology_id"": ""D001.001.005.001"", ""level"": 4, ""parent_id"": ""D001.001.005"", ""definition"": ""A condition characterized by angina symptoms without obstructive coronary artery disease, often associated with microvascular dysfunction or vasospasm."", ""id"": ""D001.001.005.001"", ""label"": ""Angina with non-obstructive coronary arteries"", ""name_cn"": ""非阻塞性冠状动脉心绞痛"", ""name_en"": ""Angina with non-obstructive coronary arteries""}"
