src,dst,src_neo4j_id,dst_neo4j_id,rel,relation_type,props_json
25,157,1837,645,RELATED_TO,RELATED,"{""reason"": ""严重左心室收缩功能障碍可能与心脏结构性疾病相关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5183663368225098, ""rank"": 9, ""relation_type"": ""RELATED""}"
25,156,1837,641,RELATED_TO,RELATED,"{""reason"": ""舒张功能障碍可能与心脏结构性疾病有关"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5238701701164246, ""rank"": 5, ""relation_type"": ""RELATED""}"
25,131,1837,546,RELATED_TO,RELATED,"{""reason"": ""左心室功能障碍与心脏结构性疾病相关，但不完全等同"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5543156862258911, ""rank"": 2, ""relation_type"": ""RELATED""}"
25,179,1837,737,RELATED_TO,RELATED,"{""reason"": ""冠状微血管结构或功能变化与心脏结构性疾病有联系"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5394331216812134, ""rank"": 3, ""relation_type"": ""RELATED""}"
25,266,1837,1163,RELATED_TO,RELATED,"{""reason"": ""心肌肥厚可视为与心脏结构性疾病相关的状态"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5234243869781494, ""rank"": 6, ""relation_type"": ""RELATED""}"
26,172,1838,696,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7832191586494446, ""rank"": 7, ""relation_type"": ""RELATED""}"
26,410,1838,1705,RELATED_TO,EXACT,"{""reason"": ""同义"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.931659460067749, ""rank"": 2, ""relation_type"": ""EXACT""}"
26,33,1838,60,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7832191586494446, ""rank"": 8, ""relation_type"": ""RELATED""}"
26,78,1838,266,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7867580652236938, ""rank"": 6, ""relation_type"": ""RELATED""}"
26,411,1838,1706,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.852052628993988, ""rank"": 3, ""relation_type"": ""RELATED""}"
26,226,1838,1123,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7832106351852417, ""rank"": 9, ""relation_type"": ""RELATED""}"
26,392,1838,1655,RELATED_TO,RELATED,"{""reason"": ""同一疾病谱"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8321051597595215, ""rank"": 5, ""relation_type"": ""RELATED""}"
28,382,1840,1631,RELATED_TO,RELATED,"{""reason"": ""该候选节点具体指因回旋冠状动脉阻塞引起的下壁心肌梗死，相关但不是下位概念。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7226631045341492, ""rank"": 5, ""relation_type"": ""RELATED""}"
28,380,1840,1626,RELATED_TO,EXACT,"{""reason"": ""该候选节点与标签完全对应，均指下壁心肌梗死。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8287676572799683, ""rank"": 1, ""relation_type"": ""EXACT""}"
28,386,1840,1645,RELATED_TO,RELATED,"{""reason"": ""后壁心肌梗死是心肌梗死的不同表现，属于相关概念。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7290744781494141, ""rank"": 4, ""relation_type"": ""RELATED""}"
28,378,1840,1620,RELATED_TO,RELATED,"{""reason"": ""前壁心肌梗死与下壁心肌梗死属于不同类型的心肌梗死，相关但非层级包含关系。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7125059366226196, ""rank"": 6, ""relation_type"": ""RELATED""}"
28,400,1840,1679,RELATED_TO,RELATED,"{""reason"": ""侧壁心肌梗死与下壁心肌梗死属于同一疾病谱。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7085068821907043, ""rank"": 7, ""relation_type"": ""RELATED""}"
28,381,1840,1628,RELATED_TO,RELATED,"{""reason"": ""该候选节点具体指因右冠状动脉阻塞导致的下壁心肌梗死，属于同一疾病谱。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7342885136604309, ""rank"": 3, ""relation_type"": ""RELATED""}"
29,223,1841,1120,RELATED_TO,BROADER,"{""reason"": ""心血管疾病是广义的概念，包含急性心血管疾病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6110123991966248, ""rank"": 2, ""relation_type"": ""BROADER""}"
29,225,1841,1122,RELATED_TO,NARROWER,"{""reason"": ""急性冠状动脉综合征是急性心血管疾病的一个特例"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6045742630958557, ""rank"": 4, ""relation_type"": ""NARROWER""}"
29,154,1841,638,RELATED_TO,RELATED,"{""reason"": ""急性与慢性心力衰竭与心血管疾病相关，但不是直接的下位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5547834634780884, ""rank"": 8, ""relation_type"": ""RELATED""}"
29,361,1841,1258,RELATED_TO,RELATED,"{""reason"": ""急性与慢性心力衰竭与心血管疾病相关，但不是直接的下位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5546615123748779, ""rank"": 9, ""relation_type"": ""RELATED""}"
29,77,1841,265,RELATED_TO,RELATED,"{""reason"": ""心血管死亡与心血管疾病相关，但不是直接的下位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5778470039367676, ""rank"": 5, ""relation_type"": ""RELATED""}"
29,325,1841,1222,RELATED_TO,RELATED,"{""reason"": ""心血管死亡与心血管疾病相关，但不是直接的下位概念"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5777987837791443, ""rank"": 6, ""relation_type"": ""RELATED""}"
29,226,1841,1123,RELATED_TO,NARROWER,"{""reason"": ""急性心肌梗死是急性心血管疾病的一个特例"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5423520803451538, ""rank"": 10, ""relation_type"": ""NARROWER""}"
29,45,1841,96,RELATED_TO,NARROWER,"{""reason"": ""急性冠状动脉综合征是急性心血管疾病的一个特例"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6046485900878906, ""rank"": 3, ""relation_type"": ""NARROWER""}"
29,4,1841,9,RELATED_TO,NARROWER,"{""reason"": ""急性冠状动脉综合征是急性心血管疾病的一个特例"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5656600594520569, ""rank"": 7, ""relation_type"": ""NARROWER""}"
29,198,1841,784,RELATED_TO,BROADER,"{""reason"": ""心血管疾病是广义的概念，包含急性心血管疾病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6321756839752197, ""rank"": 1, ""relation_type"": ""BROADER""}"
30,141,1842,596,RELATED_TO,RELATED,"{""reason"": ""与心房纤颤相关但并非同一病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5578142404556274, ""rank"": 8, ""relation_type"": ""RELATED""}"
30,252,1842,1149,RELATED_TO,RELATED,"{""reason"": ""与心房纤颤相关但并非同一病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5577728748321533, ""rank"": 9, ""relation_type"": ""RELATED""}"
30,46,1842,107,RELATED_TO,RELATED,"{""reason"": ""与心房纤颤相关但并非同一病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5552757978439331, ""rank"": 10, ""relation_type"": ""RELATED""}"
31,305,1843,1202,RELATED_TO,BROADER,"{""reason"": ""复杂心室异性搏动是心室心律失常的特例"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6715371608734131, ""rank"": 2, ""relation_type"": ""BROADER""}"
31,146,1843,619,RELATED_TO,BROADER,"{""reason"": ""复杂心室异性搏动是心室心律失常的特例"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6715821027755737, ""rank"": 1, ""relation_type"": ""BROADER""}"
32,406,1844,1696,RELATED_TO,RELATED,"{""reason"": ""相关，侧壁梗死的一种描述，但不完全等同。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7165219783782959, ""rank"": 3, ""relation_type"": ""RELATED""}"
32,400,1844,1679,RELATED_TO,EXACT,"{""reason"": ""同义概念。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.8617593050003052, ""rank"": 1, ""relation_type"": ""EXACT""}"
32,397,1844,1675,RELATED_TO,RELATED,"{""reason"": ""相关，涉及侧壁的病变，但不完全同义。"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6527857184410095, ""rank"": 7, ""relation_type"": ""RELATED""}"
33,225,1845,1122,RELATED_TO,RELATED,"{""reason"": ""急性冠状动脉综合征是一种急性疾病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5598436594009399, ""rank"": 8, ""relation_type"": ""RELATED""}"
33,207,1845,805,RELATED_TO,RELATED,"{""reason"": ""急性肾损伤是一种急性疾病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5612545609474182, ""rank"": 6, ""relation_type"": ""RELATED""}"
33,4,1845,9,RELATED_TO,RELATED,"{""reason"": ""急性冠状动脉综合征是一种急性疾病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5472326278686523, ""rank"": 9, ""relation_type"": ""RELATED""}"
33,45,1845,96,RELATED_TO,RELATED,"{""reason"": ""急性冠状动脉综合征是一种急性疾病"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.5599731802940369, ""rank"": 7, ""relation_type"": ""RELATED""}"
35,385,1847,1641,RELATED_TO,RELATED,"{""reason"": ""右心室梗死可能会影响右心室功能"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.6523500680923462, ""rank"": 6, ""relation_type"": ""RELATED""}"
35,396,1847,1670,RELATED_TO,EXACT,"{""reason"": ""和标签等价，均涉及右心室异常"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7135647535324097, ""rank"": 1, ""relation_type"": ""EXACT""}"
36,226,1848,1123,RELATED_TO,RELATED,"{""reason"": ""相关，急性心肌梗死的总称，包含亚心内膜梗死"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7512948513031006, ""rank"": 2, ""relation_type"": ""RELATED""}"
36,172,1848,696,RELATED_TO,RELATED,"{""reason"": ""相关，急性心肌梗死的另一个表述"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7512745261192322, ""rank"": 3, ""relation_type"": ""RELATED""}"
36,33,1848,60,RELATED_TO,RELATED,"{""reason"": ""相关，急性心肌梗死的不同描述"", ""updated_at"": ""2026-01-23T06:24:13.227000000+00:00"", ""similarity"": 0.7512745261192322, ""rank"": 4, ""relation_type"": ""RELATED""}"
